# Production's coverage windows for src/ng/window_coverage/production_parity.rs, frozen at promotion
# plan step C13, one row per generated stream. Each is what production's
# sample_summary::coverage::SlidingWindowCoverageAccumulator emitted at commit d9e7b076 on the stream
# that seed generates: every window in emission order, reduced to its count and an FNV-1a digest over
# each window's contig (u32), centre (u32), mean depth and GC fraction (each f32 as its bit pattern),
# all little-endian. The full stream is 447,581 windows, too large to commit window by window.
#
# Columns, tab-separated: seed, window width in bases, windows emitted, digest.
145	588	1852	c4bc068b26758c36
146	389	2507	60b0e01c9d1b8fc6
147	437	2112	fc5b8891808fc055
148	485	1534	9dad086c3638d4fb
149	534	1506	358c3bde1504dbf2
150	582	1407	253ef8f9e476b114
151	382	2453	a7365eee9472e33e
152	431	3095	e8753a4e2c38719a
153	479	1526	494c5ccd4dba541d
154	528	2884	57b9b1115156a28d
155	328	4117	8a898ac1dcedb8c0
156	376	2583	6bc6513e58d12375
157	425	1553	d6098225423ae771
158	473	2082	439eb229ae1733d5
159	521	2490	ae9a7fce4861b465
160	322	3164	1693768da2e64a42
161	370	1338	a7d7c4325df7c9e1
162	418	1496	364f6273184d0fcd
163	467	2722	64d80bc902a9e7ef
164	267	2820	ffb05478680044fd
165	315	2889	a4ab80e88ac5f9a1
166	364	1686	0d1ab1545bdb0513
167	412	2661	ec58a44b41b86821
168	460	2971	28d109b48913eea1
169	261	2627	a743ce7e15596705
170	309	1445	a07b345916db0797
171	358	2186	a398e77f4e1c2989
172	406	3578	4e6c14e76eb0f093
173	206	2250	4241caff0fab513b
174	255	2733	87edbae5e205a7c5
175	303	2978	6b384faa8b59e0dd
176	351	1806	0c8b24dc7602375c
177	400	1395	cfb804ad2f3fa0e5
178	200	2314	a805d9564768a7b6
179	248	2465	143cfb3b5e522ccb
180	297	802	e19a40583c7cadca
181	345	1628	e124bfafed5d878a
182	393	3003	9c7f2a49e04415c2
183	194	1800	119f926a2f0e8190
184	242	2480	9f70aae89d20134e
185	290	1532	62bac3dda50bcbde
186	339	2858	20bb1334d03c4bf4
187	139	2612	5e331b3f4bc477cf
188	188	1401	dcf159811043af29
189	236	1013	5257a00d83032cbf
190	284	1990	75586f4c9a099bc8
191	333	1717	ee594fe51f7bf0d4
192	133	1937	1ccd095949a4cdab
193	181	1608	6308bcb686503523
194	230	2573	6bd316feceee29fe
195	278	2458	8e5468b7202da474
196	78	1170	9e04443b8c9f79fd
197	127	2494	c86708133429c51e
198	175	3400	b22b09cd43be5b60
199	223	2756	e404e9ee536e83fd
