# Production's tract delimitations for src/ng/alignment/delimit_parity.rs, frozen at promotion plan
# step C10. Each row is what production's ssr::pileup::alignment::delimit_read, with HmmModel::new(),
# returned at commit d9e7b076 for one case the tests build: the 3,000 generated cases of each of four
# seeds (those with a non-empty read) and the six named ones.
#
# Columns, tab-separated: an FNV-1a digest of the case (left flank, tract, right flank, motif, read,
# quality, each length-prefixed), then `R <start> <end>` for a measured region of the read, or `O`
# for a read production rejected as running off an end.
01d89df724ac6f62	R	12	27
01e246a1144962a2	R	9	21
01e8bafcd6ae3ad1	O
01e950940529ff03	R	2	10
01f5154e7bee7e49	R	3	7
01f5517b51405e82	R	2	14
01f709abcd2705e7	O
01fc39edd94f243b	R	0	3
01fe2000240a3db4	R	9	21
0200a430107bf617	R	8	86
02067cb49a77d708	R	12	39
020877e6d5b8fc3f	R	8	68
020eabf223735d3b	R	6	14
02119ff962b972e5	O
0214311424fa2f01	O
0215cda4e0a99fc0	R	16	47
021656e89312e061	R	0	17
02359aa274f1c84d	R	9	39
02403820c4900d42	R	0	6
02433e89f1366b15	R	0	54
024915c6a62c552a	R	1	22
02583f28fc2d35b2	O
025f33b0ad06d8e3	R	4	23
02659e39e7905b0b	R	9	17
026c2b3412df2341	R	9	17
0272034d50852272	R	1	17
027262e3348ca0b1	R	8	47
02753f598c0677f7	R	6	36
02766c08fd16f1db	R	9	15
027c220bcfdbb89d	R	11	23
028dc8c41981a047	R	0	5
028dfdb375b6d6fd	R	6	36
0296b6dc27eee1c5	R	1	19
0296e4fe379302d4	R	6	38
02972fb6e0012ea2	R	1	16
029903f6df92d046	R	4	28
029c6fb18e9a1e00	R	0	1
02a4f9cd76fb7bd0	O
02a6b2e701742118	R	0	2
02aa0b733b342c4c	R	7	19
02b44585c40e6bbf	O
02be56ec281ba6e2	R	0	18
02bf3b17a92eb4c1	R	9	30
02c59d142c51aca2	R	3	14
02cb25d46829df6a	R	8	15
02cb367f0f8ebdfc	R	8	79
02ced8838df1587b	R	9	16
02cfe7cd6e649a7f	R	5	15
02d3e95734e7b585	R	11	56
02daff9b4dc915d8	R	3	7
02eddc3792c95de0	O
02f2a160ffa28ad0	R	7	33
0301d4edfd2bcb86	R	3	18
03041f84c1e463e7	R	6	9
03044432648123b3	R	10	50
031da662390c80c5	R	11	18
0320224340b5d384	R	3	31
03320a1f06323407	R	0	35
033afd3e2bad58f4	R	12	18
033ee7567fdb8557	R	1	26
034b709d19c27f88	R	12	30
034c2c6a99f781ac	O
035cd89de5251124	R	0	28
035db3ba63cc8f51	R	3	3
035ec2059e9c00a7	R	4	14
035f450e846f0e3d	R	2	20
03633db3bfbd0244	R	10	30
037335998788107d	R	0	35
03742d853810a3ef	R	3	10
03744381140a8114	O
03794ee35a07ad50	R	9	23
037be4110252bda9	R	2	11
037d893f613595f8	R	2	21
038189113002bc67	R	8	22
038773f89f0e4265	R	0	0
038aed9814271eee	R	0	5
038b4a371e9cf423	R	7	18
0392fc834d4260e3	O
039611487ae37c31	O
0398449edcc47452	R	0	66
03a57161c6472ab6	R	1	66
03ae15af03e5385a	R	8	18
03b3b0f1b1091d7e	R	9	9
03c1e10ffbc1e6ea	R	6	39
03c27e8830873a4d	R	0	3
03caf42eb35d07b2	R	1	28
03da4e7138496077	O
03e05e08ae790d44	O
03e7b0dafd5ce50d	O
03e8260f0cdf1dd2	R	0	34
03e9d5a0674ddf2c	R	2	6
03e9efcc0da9b634	R	1	11
03f8e819f0102d85	R	8	26
03ff4b7fbcbef7a1	R	0	1
0402660eec816234	R	7	7
0403d07100613f57	R	7	67
0405551b8e80b07c	R	0	36
0409921ef569de3d	R	12	30
040b061d463e3904	R	5	17
040d7117c01b62f9	R	5	30
040fa93bcde84867	R	4	32
0417a74092baddb6	R	4	8
041c30d9e0a1da06	O
0423cfa49031b694	O
0429ec7cf614b6d9	R	0	17
042e68e131e5cab2	R	7	31
042ee1adf930d2ce	R	7	11
0432ad7392daad08	R	6	12
0435a0f698510a2d	O
043b79436424d433	R	10	40
0447225e631193ef	R	8	92
044c023f0f64de3e	R	10	21
0457774abed9878a	R	1	10
0458b09f253fd611	R	6	11
04599eb428026ee6	R	8	14
045acc704b36c5f9	O
045d28701e85d3b0	R	1	1
04653da372780fa8	R	8	45
0465b71ecdc80a88	R	10	55
046aeb99fce7885e	R	0	0
046d40fc4a12f0e5	O
046eb0d268d8f8f7	R	4	22
046fba495fc3fca9	R	11	77
0474f89fb5a220d0	R	7	7
0475646ee16bee8c	O
047cf21aa5f3d29b	R	0	17
0482222ce1e2c5b1	R	11	23
04872a904fc9a323	O
048744a775879d46	R	2	4
04914aff5e5f85db	R	5	34
04950fcc324b20f2	O
04a08893c1808835	R	5	47
04a2009003a713ba	R	6	20
04a2d12536f67511	O
04a7e04ef687c31c	O
04a8c7b4846feb3f	R	0	21
04ac0e8f61507d81	R	11	26
04ad01f3d1196603	O
04adc1743a25d2f4	R	3	13
04ade2235beb6c99	R	3	21
04ae03fba305ac02	R	21	43
04b25d8a31220534	O
04b70dc594be5a8d	R	12	22
04b78ce157a28ca9	R	2	10
04b7a542b4d7ffdd	R	8	47
04b85578b5d5779c	R	1	35
04b905ef9592bf37	O
04c0c0830665e4d9	R	3	30
04c6b273ca96cbd5	O
04d23c8ca25bf039	R	8	74
04d70e55cbcf3355	R	3	16
04db80146673719e	O
04de270ff95ddf2e	O
04e87a4f64ef72df	R	8	8
04e9b5dbf3a9cd7e	R	0	49
04ea272f5f97f0a5	O
04ec63598965a617	R	1	1
04f073eb55116389	R	2	11
04f45a7ad7d9d5c2	R	4	21
04f9496209d4e770	R	0	19
050263cb09d64ca5	R	12	21
0502dfacd6cdefda	R	3	40
05054f2eb071fcb3	R	12	50
0509a155745205e3	O
050a786777175267	O
050da47c5ca2b0ab	R	5	21
050f7caad5ca1108	O
05103a50b3dedd94	O
05260e65f47b8ce6	R	4	18
0527741bf1d0da63	R	0	90
052775ad625d79f0	R	1	4
05470e12fe3b8964	R	0	13
0551b2ef4caa5d97	R	5	20
05532c487d79030f	O
055b32899404ef60	O
0561a71ba2f24b22	R	0	22
0562391ffb4cdcfc	R	5	14
0569d826f86b0656	R	7	33
0575771ac227802d	R	5	14
057d05a7e2d8f624	R	3	58
058661c4a91900e4	O
0589388d942328dc	O
058e3b230b216090	R	8	41
05987d4b7e0b4cfa	O
0599cdbecba79326	R	2	9
059c2708dbcfb49a	R	0	12
059d81c7e49fce72	O
059fdc20ce55fe7c	R	8	47
05a67a9a7f2eca0f	R	0	48
05ac9a2b22f9dece	R	5	33
05aebab54b3a1a4b	O
05b46c53f7e4bd65	O
05b501d766dae753	R	8	11
05ba4955ac7b2814	O
05bfbb957d03681f	R	1	42
05c62261a3bff153	R	2	10
05d442865b9132d9	R	0	35
05d8483727aadc3a	O
05d9c82f667f1ca3	O
05dafbb555a8a074	R	0	21
05db9e0c43165314	R	12	52
05dd8fb4193a73ac	R	2	8
05e110f7aab57b07	O
05e9d686427de727	R	1	39
05ea9cc7725a18b4	R	12	21
05fbec4040d47e80	R	0	11
0602a7bddaef664f	R	1	3
060463d3ff683853	R	11	71
060710ffac956119	R	9	19
06081cb7986c06f7	R	5	16
06087b0e5278db09	O
060c7436d6f568ba	R	8	28
061177b82e2fab4a	R	5	25
061e0524da9da78e	O
061e5e1804c51765	O
062b7c2a5d3edc50	O
062db22d4ec5a19c	O
0632343040adf82b	R	10	40
0635272395ab81de	R	0	66
064386306bf091b6	R	4	34
0649815fa0a669d8	R	6	24
064f3b0cd6f56f36	O
06542e74b707cf01	R	11	22
06560d00e8c43b8a	R	12	48
065748a7ba5d3383	R	1	16
06618a5da9b7c259	O
0663c3e0f3593817	R	1	12
06656d12e75a17cf	R	4	16
0670a5d3f369a1a5	O
0679dfed2e9dab1f	R	4	16
067c8863c60f3238	R	6	6
0684ea883fa6add0	R	8	14
0688d52a639bfcb6	O
068a6b367516696c	R	12	43
068af2cbcfe827c7	R	2	14
068c0b2209338496	R	9	10
068c68d8c83041d1	R	7	16
068c9ec665a96809	R	11	35
069206dcb0778825	R	3	24
0695b5e10c735366	R	2	24
069797234d386053	R	4	4
0698e08e0ee97288	R	5	71
069fcecb49885058	O
06a2956b94da0837	R	9	22
06a4977d7b2369cd	R	12	19
06a72cf7586a728a	R	10	15
06ab1c5319d51c57	O
06bb16643db8d35c	R	0	13
06c104f9ff9d2094	R	8	17
06c2780c03663ed5	R	8	34
06c78595964e73b5	R	10	18
06ca5ef7bf25cc6a	R	9	54
06ce3b82e9884358	R	4	11
06dcfd1f5ed85dc3	R	10	25
06e8104647c5dba6	R	12	14
06eea449c1362db9	R	6	30
06f22fc7f09f3074	O
070294769eff52d4	R	4	21
0706420477c37953	R	12	46
07066f38dd18f272	O
0709ad7d35d14ad1	R	4	16
0712b7df1599d4d2	O
071446f5e9508c71	O
07211d54225da41c	O
0723d9e5aca9ac76	O
07253990313b8718	R	0	0
07259a6c3bef6af7	O
072b156ee3dc6c4f	R	9	23
073b482c17de55aa	R	1	7
073b854c63609c4a	R	9	20
073f8a62fc82b5a1	O
0745e5d94406d87f	R	1	31
074a8d0149d935bd	O
074d3e2b88392cf2	R	2	6
0752bf8b0f557d66	R	2	7
0752e0069116be5c	O
0755a2d71019fd22	R	4	13
0758499d8c8cebce	R	8	15
075a06cf6fadfb5a	R	0	1
077386e02061310b	R	10	30
0776c9bd2103baf8	R	6	19
07797d0a6b7adb63	R	0	6
077d5024e2d7b09f	R	7	26
07816ef31c5d50d1	R	6	42
078bd13f5f1adb54	O
078db7f8a53d2d76	R	0	33
078f3440bb7bee3a	R	0	5
0791ef9844cf7474	R	7	29
079681013c9922f9	R	3	14
07b92fdb01f956ba	O
07bb427d24ec7293	O
07de79ecbd38e63a	R	0	11
07dfd41724d49e6e	R	0	25
07e7aa876a356133	R	8	62
07eafc05c9ed715d	R	11	16
07f68c66a4f47a75	R	0	42
07fbd0b052a1288c	R	3	13
07fd0f2914594265	O
07ff310385a9c54e	R	0	21
08047a5c0b7411dd	R	9	55
0806347a5d5fcb92	R	0	17
080cb33bb0498b6e	R	2	22
08117381a43e40aa	R	3	24
08140db2063f24dc	O
081e0734f558a5ed	O
081f637722b56654	R	7	36
0823757703f33066	O
082925aa9d5d32fc	R	11	17
08360e568da80118	R	10	23
083733c5a948863e	R	2	15
083abf433baf0a53	O
084472366a4e97d1	R	1	2
084a97523a43723b	O
084dfb6a7215a70d	R	0	10
084fdb0ef551febc	R	14	44
085d41159107652a	O
085fa3b891090c09	R	11	18
086c92908c2f752a	R	14	29
087765bf635b27ab	R	1	43
087947aa859814ed	R	0	7
0879fec0cb26aeea	R	3	18
087a3a3f6602473b	O
087d2818804d3cb0	R	11	35
088247be6b55a9ff	R	7	17
0882a42836b137ba	R	7	8
0882e20bec4f69ff	R	7	35
0884f64db68a2210	R	0	18
0888d8a00cc7bd55	O
088d44a33be31094	O
088f6f6c529f7a7b	O
0890a9e3848a5eab	R	3	13
089cae6f2cd83eba	R	8	18
08afadd17d408e7d	R	11	20
08b80ab2f3d07981	R	10	12
08b8bcd3a6f4090f	R	2	58
08c6d77a8c51cf4d	R	11	29
08c745327252198d	O
08c8601ad5f0b16b	R	1	49
08ccd0bb99dd22de	R	3	3
08d0ef9d06283f5e	R	4	6
08d40f0760e54199	R	7	80
08d6e17c87a41837	R	10	18
08ded26a65a7052f	R	1	3
08e1ef61bf00bcb6	R	3	10
08e6a4bb8b0d4540	R	0	17
08f1dd453515b962	R	9	10
08faca8c94727462	O
08fb863f09af8580	O
090cd81fa575ed5e	R	4	20
091581f815c40a83	R	9	58
0916089c2d818723	R	5	7
0917e94174a19efc	R	3	42
0930e15ca81cf21e	R	4	46
093401b0f7e3090e	R	1	9
093987affcdf631e	R	1	73
093a28ff214e9c06	R	1	21
0951aeb19cd9856f	R	5	10
095b404d667d5c7e	R	7	10
095c08864a1db7cc	R	7	23
096372d80134b637	R	4	36
0964c67935d19e18	R	0	1
0966aa102eab49cb	O
0969c9d2a4dbb0f3	R	1	40
096d29a9819621e0	R	2	7
0986fcf9efdc0bc6	O
0987d65c6865e6cb	R	8	16
099888725e874833	O
0999bef471a9c8ca	R	0	22
099c5ad61d726350	R	8	54
099d8e2d1821b673	R	2	22
099f12558e2a071c	R	3	24
09a42ee85569ddd6	R	12	20
09aa66fc17464777	O
09ab0266f0496b8f	R	0	6
09ab87b9caafc151	R	4	24
09b4344cd0d11c85	R	9	18
09b79cae7322616a	R	5	18
09b79efcf32f56b9	O
09c04d50c1f6a9b9	R	4	8
09cb0d1f1fa238f3	R	6	16
09ccda628961ab2d	R	5	9
09d126e2fa0bedd9	O
09d18958609299f8	O
09d6c40db35ef02e	R	5	47
09d85030a7419713	R	2	14
09edfe841b38957b	R	2	12
09ffd16764dd320f	O
0a019173e8987a79	O
0a0f038e3d6475a7	R	1	26
0a14f7e1df29ae5e	O
0a19dc175480749a	R	12	39
0a23c283dc967750	R	9	23
0a277c3973ac4ad4	R	9	16
0a2970572b71ec6f	R	8	43
0a2b97c12c5272da	O
0a318d06a517e25f	R	3	51
0a3c18b761c4dee5	O
0a3f36772631c5f0	R	3	7
0a527264f6aa1ddc	R	5	25
0a552a7f28bbd7f7	R	8	78
0a6920acd89fc5fd	R	4	16
0a72e88ab8d12ff5	R	3	8
0a7352fe2b627d8a	R	4	5
0a7b1e0a1781223e	R	2	47
0a7ec6817015ce44	R	3	66
0a84cf3451d0f9ba	O
0a86a05168e4788a	O
0a89ec924cf0c1d4	R	5	23
0a8cf32585095806	O
0a8f447389a2b6ca	R	8	27
0a94cb3858ad8aa9	R	0	27
0a9525846a7be80c	O
0a9ec4491a9f32c6	O
0a9f868b052d886a	R	0	23
0aa0cf6a544ee4de	R	9	21
0aa389d42625a1cb	R	11	39
0ab324704336100e	R	1	10
0ab627586f59a409	O
0abbb71bc7783d79	R	3	11
0ac78b49a15b91d5	R	7	23
0ac9786566833ab3	R	7	37
0aca59caa6046b18	R	1	18
0ad393507611bf32	O
0ada8812fa5a39d9	R	12	42
0adbf1794d5ddb78	R	8	38
0adf46f77eb9e40d	R	3	51
0adfb8f6358c479f	R	5	9
0ae90490959e25ba	R	5	70
0ae94db8c1298b00	R	12	22
0af23e195a09a9fe	R	9	59
0afe1a6aa5a1611f	O
0b0416d7f4b1879a	R	7	73
0b10d3039922d35b	O
0b12b170be42a422	R	11	17
0b17c718fb5d3946	R	7	25
0b1ab8141df70bce	O
0b1b89f7108f2648	O
0b21598565fdc51a	R	4	6
0b24b5c81f3ea77d	R	9	21
0b2e6bdcbc3ea200	O
0b2f5d9cd3faacf7	R	8	14
0b300a3e27bde905	R	8	40
0b30817b51aae86f	O
0b31668ca6ccff8d	R	11	47
0b375ce53ad868b0	R	12	64
0b3a88921fb3c7c1	R	2	14
0b486e3a0863a6d1	R	0	0
0b4afe3827c0886c	O
0b4fb21feefd45c1	R	3	67
0b5a6dc3854d0cbb	O
0b5b0d1846ec0a52	O
0b5e5cf937c67b45	R	6	24
0b6ce124b2b644e8	R	0	19
0b7073c26396ce09	R	0	5
0b791430f3786dea	R	10	46
0b81195763d6c229	R	5	45
0b8d5297105f94bb	R	8	48
0b8d62e535082309	R	1	55
0b8db7036ce36e37	O
0b8e48cf26f75ee1	R	5	19
0b9587d4df0b0a2b	R	6	6
0b975aec9149434c	R	5	8
0b9a17278a8c7022	R	0	23
0ba0679624ccd027	R	2	7
0ba2e7ba312e7f33	R	9	37
0ba774b868cbcedd	O
0ba81a13f1516dde	R	0	5
0bb26fdf5b428081	O
0bbc7d8e856b3e2b	O
0bc0d82fdd95dbcb	R	8	68
0bc4422142335e95	R	7	17
0bdc4f89ffb32316	R	7	8
0bdc7cbdae8e4638	R	3	21
0be13c961c11ba00	O
0be9cd0bd327215e	O
0bed6a44bfbdde83	R	3	28
0bee961bea36b4cc	O
0bf068aaedfedec0	R	8	24
0bf751bc69ca7d4c	O
0c0054c34a8620e8	R	1	6
0c0378a31feb120a	O
0c042158c223665d	R	6	18
0c0737452df52194	R	5	6
0c0d34cba72a8b6f	R	7	29
0c1023a58de77c80	R	0	2
0c10ea1aa173ce81	O
0c147b196537a207	R	4	33
0c155ae4f43db0fb	R	1	5
0c1c926195e78098	R	3	5
0c1d39598a6691cd	O
0c1e534f8498c3f2	R	2	16
0c2b3e52ea65f584	R	5	25
0c32dbbb068e7aac	R	0	9
0c34cf107fe22812	R	3	48
0c399635bede18c1	R	7	49
0c3be6d8d34d73de	O
0c443036316bc9db	O
0c490a18d7af3b4e	R	12	16
0c4dc37e9b8731a7	O
0c4ddde8e746b004	R	8	70
0c579e43857a2286	R	2	12
0c5953794fb95864	R	0	5
0c5d43cce09cbdb2	R	0	18
0c5e346a09b9a850	R	1	37
0c69716fbe69e324	O
0c6e47ab094b3e94	R	9	12
0c79b20354c44373	R	4	47
0c7c6af89c48746a	R	4	14
0c90192cedb36c03	R	5	29
0c9cc9da8e0bae03	O
0ca0490ddb28d2d4	R	7	18
0ca1601cbb1a3809	R	6	16
0ca6e9984d325519	R	2	17
0ca7acdc8bf5c4a5	R	2	3
0cb09a2c34d02f57	R	0	17
0cc33f27426dbefc	O
0cc7476e6774d294	R	2	14
0cca108e71421372	R	10	40
0cd55ff437148255	R	6	13
0ceac2fb72ee46fa	R	6	14
0cf6042cdb92d566	R	7	9
0cf835c886dfb3ab	R	16	41
0cffd056d11946ec	R	0	31
0d0cd5f1241005aa	R	7	17
0d101046c4f0f982	O
0d19a93c45a83677	R	4	12
0d1b1d7613e9d83a	R	1	29
0d202e1b0693aa26	R	13	25
0d21d22402b79088	R	1	14
0d28c8cb88d1c59f	R	7	23
0d2b088b0cb4d845	R	1	19
0d379f74bffabdcb	R	1	78
0d3a55a2a8316836	R	12	66
0d3b2929c17615d5	R	8	19
0d42daee5f1ac254	R	10	43
0d4e69942f2bd1b4	R	2	38
0d4fd6a0e2d2a53c	O
0d519ff31ed431a9	O
0d5318079118bdbe	R	18	27
0d53211a33a6219f	R	2	12
0d5a28815b0ee19f	R	7	13
0d6ad19722e44fd6	R	2	22
0d6c939e3cc19c81	O
0d6f191844a5c616	O
0d6f68615491a0d2	R	11	46
0d7243478d5ff985	R	8	10
0d7453e60735fe6c	O
0d76582f5a9479fa	R	5	11
0d7d9e2ee004ff94	R	2	27
0d7f4ea2903f3a05	R	11	42
0d8bf2ea02573c55	R	9	15
0d8c832cbb451307	R	6	30
0d8c9b1215171852	R	3	9
0da65eeedc2bf067	O
0dc26cfdd448e7ca	R	2	4
0dc78f3c777ae5fa	O
0dd098e0cb389d07	O
0dd2295ee56e983f	R	12	71
0dd3401fe6874ed9	O
0dda74e81478d0b3	R	0	35
0de52fd0892f7156	O
0de59d7061c30755	O
0de6cdb59dcd5ca1	R	1	11
0de9e10a2bacda6a	O
0def32241c80b03f	R	6	24
0df7284596e56a3e	R	6	15
0dfd1051de29145d	R	11	56
0dfd596795fdb601	R	6	6
0dfee1426606754d	O
0dff52538621f76e	R	2	58
0dff5870c8b00826	R	1	8
0e016bf6032b0189	O
0e0d6eac40368b4e	R	7	37
0e0ff22258a9ac07	R	1	29
0e1db7de920fef26	O
0e270b87a262bfa0	O
0e27afdc56e9b037	R	0	33
0e2beda5c1adf08c	R	3	25
0e2c6b842188d32e	R	0	9
0e2d44d326b757ab	R	1	32
0e35cf49ffda087f	R	1	12
0e36882603f5f3e5	R	0	28
0e36a0ec1541c55d	O
0e39866819eebb21	R	2	22
0e3de151af9de1ea	O
0e418ddc541f6cce	R	8	29
0e52d7b5eb83ab13	R	7	12
0e55873aa84dd5d5	R	0	25
0e636bcaef877895	O
0e659e1754bf515d	O
0e6613a9258db33b	R	2	42
0e66b7923c0a46fa	O
0e6a494729e82d98	R	9	22
0e71bf665b47ca3e	R	5	26
0e75d6e2136d3fd1	R	6	11
0e786a36b10e8268	R	2	17
0e7bc13e526a7946	R	2	13
0e7e0e9899005442	R	2	16
0e8484c87b4600b8	R	0	22
0e84d04a768939e9	R	8	24
0e8877e99239b6be	R	6	27
0e9aedd690bcea10	R	12	19
0e9b61701f19664a	R	0	21
0e9f884752992f6b	O
0eae892f1267da2c	R	6	60
0eaeab42ec26a212	R	6	59
0eb0f7b9e4db042b	R	8	40
0eb315a128dc24c9	R	8	25
0eb5b1689befb0b2	R	0	0
0ebc42da1b0b7ff5	O
0ec03cc0b9abb1f6	R	2	26
0ec40d4be774a5ff	R	8	53
0ec51e98bbb4834d	R	1	22
0ec6fe78146f2bf1	R	0	41
0ec72c89724fa560	R	0	2
0eced4fb1c32f028	R	2	51
0ed7888e34212947	R	11	22
0ee39062ff68996c	R	5	66
0ee565e802ca9845	O
0eed6d2e5ca90f0e	R	11	29
0eed80eb64322a04	R	8	44
0ef04d67036e7431	R	1	30
0ef3e1ec2375db6f	O
0ef8de6553e2c910	R	5	12
0f0ca1a495dbdda0	R	7	19
0f152fc8098fa008	R	3	16
0f1950f5814de568	R	4	26
0f1a56c6847c95bc	O
0f1c1fcdfde4df67	R	5	35
0f29a4e9f877b6da	R	6	90
0f2ad6a6fbb543ad	R	9	9
0f32ba2a7f16afb8	R	3	29
0f3bda5116f8b59f	O
0f45968bb031c657	R	7	15
0f4944718ef3aa37	O
0f4b9835b97c66bf	O
0f4dbc46c06662a3	O
0f5770df52c7ba75	R	5	41
0f5aea7aa1776291	R	2	58
0f6210eda14a4e0d	R	10	18
0f64ee81191a0445	R	4	12
0f6ac746d1c83a28	R	0	10
0f6aedd3b4b1286a	R	4	44
0f72e1dddf03043f	R	0	2
0f735060f29ad874	R	5	16
0f73c49fdcc226a3	O
0f7e5029a966bc7e	R	3	3
0f8e6883fe550450	R	0	29
0f8f2966bea7a850	R	1	49
0f93f49b51a471c3	R	3	17
0f98b0787494991a	R	1	9
0f9c36fdb488fd16	O
0fa2b12ced903192	R	12	15
0fa327426c98f4f0	R	7	14
0fa40e757a3cde2f	R	4	8
0faa653729f04eaf	R	10	18
0fabf2021f9f06c3	R	3	11
0fadd8df0306e6ae	R	11	23
0fb028ab49b172db	R	0	20
0fb0e8ecc12be39c	R	9	50
0fb12873a77949ee	R	1	13
0fc5ceb6b370a48e	R	5	11
0fcc1a0eddc4f9b5	R	0	7
0fd16d9fc7e5a912	R	5	70
0fe55cbb68067436	R	10	23
1003195af0bada6b	R	12	27
1007186015e6c0cd	O
1007c6a4967e9882	O
100902a8af6c89db	R	12	19
1009e8b4f06d0744	R	8	30
101682381e5bb7ea	R	1	7
102342605ad952fb	R	0	17
10235f914f83acb7	O
103237db73848d10	R	2	43
103d9e280f4a84b3	R	2	12
1040452cb6874692	R	2	2
1041cb595c00ca80	R	4	29
1058f3a7fe989711	R	2	20
105aa4dfca151f63	R	9	24
10607696145774af	R	9	34
1067422a2dba074a	R	7	7
107239ffff81f5e9	R	1	11
107287f3b4d641b4	O
10754d9fe27b848b	R	4	13
10783d0287d52525	R	4	7
107a196836aec27e	O
107b889f9eafeb89	O
107d9287ffb2ad85	O
1089c8471d9d24e1	R	2	47
108f48fda979d989	R	3	11
10926a9a0f572be5	R	12	57
109a38ea9c86c287	R	3	31
109a7c313c309b4f	R	6	34
10a7e9b157af8733	R	0	21
10ace6a9264f72bd	R	6	18
10b1ed56204f887b	O
10bbcf22e1b2cc07	R	3	49
10bd1fdcc250802b	R	1	1
10ce73008753dee8	R	12	97
10d7425913b35ddd	R	1	31
10da0c728a624d89	R	2	17
10db6c72366c3916	R	0	19
10e073cbf5f9dcc3	R	8	16
10e41b5ddcfbb27a	R	7	7
10e6c4e99b279450	O
10ee2c3e151b086b	O
10fa93815d640400	R	3	6
110173ff1f1180b6	O
11090542e377e13d	R	3	5
11091e507ec7c87c	R	9	38
110acce4b459b6df	R	2	40
112a90c09c4e8cae	R	1	11
112d542e136c1700	R	5	12
1133b4c376bed140	R	0	16
113b1993b303da1b	R	4	19
113eeac5212f2497	R	1	13
114086a9b95c2819	R	2	11
114234f1f567657c	O
11423647cf0453ef	R	3	4
114a8078cb5e8d9d	R	4	58
1151ba3871f67c86	R	4	34
1155d2768b704fc7	O
115c79f002d4d5b7	R	6	29
115e36ee7508971e	R	4	7
116d03094663bd8a	R	2	10
11749adeaab2f7ce	R	4	5
1178f33b0581aa6e	R	4	19
11801ed7e7849a48	R	3	11
118152a8642fd9af	O
118368097af84fea	R	3	29
118ac5cfadab7c48	R	8	40
1191efd8f7597893	O
